route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
P76-154,1411-Mifflin-Weekday-23,1-1242077,Outbound-LINCOLN HWY FLYER,0,P76 -387,P760038
P3-154,1411-Mifflin-Weekday-23,1-1242154,Inbound-EAST BUSWAY-OAKLAND,1,P3  -371,P30018
P3-154,1411-Mifflin-Weekday-23,1-1242158,Outbound-EAST BUSWAY-OAKLAND TO SWISSVALE,0,P3  -373,P30022
Y47-154,1411-Mifflin-Weekday-23,1-1242414,Outbound-CURRY FLYER TO CENTURY SQUARE,0,055 -097,Y470034
Y49-154,1411-Mifflin-Weekday-23,1-1242180,Inbound-PROSPECT PARK FLYER TO DOWNTOWN,1,Y49 -457,Y490027
051L-154,1411-Mifflin-Weekday-23,1-1242121,Inbound-CARRICK LIMITED TO DOWNTOWN,1,051L-061,051L0025
051-154,1411-Mifflin-Weekday-23,1-1242395,Inbound-CARRICK-SOUTH SIDE TO DOWNTOWN,1,059 -150,0510213
P3-154,1411-Mifflin-Weekday-23,2-1242154,Outbound-EAST BUSWAY-OAKLAND TO SWISSVALE,0,P3  -371,P30022
Y47-154,1411-Mifflin-Weekday-23,2-1242478,Outbound-CURRY FLYER TO CENTURY SQUARE,0,Y47 -450,Y470034
P76-154,1411-Mifflin-Weekday-23,16-1242096,Outbound-LINCOLN HWY FLYER TO N VERSAILLES & OLYMPIA PARK-AND-RIDES,0,P76 -396,P760037
P76-154,1411-Mifflin-Weekday-23,18-1242097,Outbound-LINCOLN HWY FLYER TO N VERSAILLES & OLYMPIA PARK-AND-RIDES,0,P76 -397,P760037
P76-154,1411-Mifflin-Weekday-23,19-1242105,Outbound-LINCOLN HWY FLYER TO N VERSAILLES & OLYMPIA PARK-AND-RIDES,0,P76 -398,P760037
P76-154,1411-Mifflin-Weekday-23,20-1242107,Outbound-LINCOLN HWY FLYER TO N VERSAILLES & OLYMPIA PARK-AND-RIDES,0,P76 -399,P760037
P76-154,1411-Mifflin-Weekday-23,22-1242074,Outbound-LINCOLN HWY FLYER TO N VERSAILLES & OLYMPIA PARK-AND-RIDES,0,P76 -400,P760037
P76-154,1411-Mifflin-Weekday-23,23-1242076,Outbound-LINCOLN HWY FLYER TO N VERSAILLES & OLYMPIA PARK-AND-RIDES,0,P76 -401,P760037
P76-154,1411-Mifflin-Weekday-23,24-1242153,Outbound-LINCOLN HWY FLYER TO N VERSAILLES & OLYMPIA PARK-AND-RIDES,0,P76 -402,P760037
P76-154,1411-Mifflin-Weekday-23,26-1242148,Outbound-LINCOLN HWY FLYER TO N VERSAILLES & OLYMPIA PARK-AND-RIDES,0,P76 -403,P760037
P76-154,1411-Mifflin-Weekday-23,27-1242201,Outbound-LINCOLN HWY FLYER TO N VERSAILLES & OLYMPIA PARK-AND-RIDES,0,P76 -404,P760037
P76-154,1411-Mifflin-Weekday-23,28-1242147,Outbound-LINCOLN HWY FLYER TO N VERSAILLES & OLYMPIA PARK-AND-RIDES,0,P3  -375,P760037
P76-154,1411-Mifflin-Weekday-23,29-1242096,Outbound-LINCOLN HWY FLYER TO N VERSAILLES & OLYMPIA PARK-AND-RIDES,0,P76 -396,P760037
051-154,1411-Mifflin-Weekday-23,32-1242266,Outbound-CARRICK-SOUTH SIDE TO CENTURY SQUARE,0,055 -092,0510215
051-154,1411-Mifflin-Weekday-23,35-1242267,Outbound-CARRICK-SOUTH SIDE TO BRENTWOOD LOOP,0,051 -001,0510197
051-154,1411-Mifflin-Weekday-23,37-1242269,Outbound-CARRICK-SOUTH SIDE TO BRENTWOOD LOOP,0,057 -121,0510197
Y46-154,1411-Mifflin-Weekday-23,38-1242172,Outbound-ELIZABETH FLYER VIA CLAIRTON,0,Y46 -424,Y460073
Y47-154,1411-Mifflin-Weekday-23,39-1242271,Outbound-CURRY FLYER TO CENTURY SQUARE,0,053L-077,Y470034
Y49-154,1411-Mifflin-Weekday-23,40-1242176,Outbound-PROSPECT PARK FLYER TO CCAC SOUTH,0,Y49 -454,Y490029
051-154,1411-Mifflin-Weekday-23,41-1242268,Outbound-CARRICK-SOUTH SIDE TO CENTURY SQUARE,0,051 -002,0510215
Y46-154,1411-Mifflin-Weekday-23,44-1242173,Outbound-ELIZABETH FLYER VIA CLAIRTON,0,Y46 -425,Y460073
Y47-154,1411-Mifflin-Weekday-23,47-1242275,Outbound-CURRY FLYER TO CENTURY SQUARE,0,055 -093,Y470034
Y49-154,1411-Mifflin-Weekday-23,49-1242177,Outbound-PROSPECT PARK FLYER TO CCAC SOUTH,0,Y49 -455,Y490029
Y46-154,1411-Mifflin-Weekday-23,54-1242174,Outbound-ELIZABETH FLYER VIA CLAIRTON,0,Y46 -426,Y460073
Y47-154,1411-Mifflin-Weekday-23,56-1242280,Outbound-CURRY FLYER TO CENTURY SQUARE,0,051 -010,Y470034
Y49-154,1411-Mifflin-Weekday-23,58-1242178,Outbound-PROSPECT PARK FLYER TO CCAC SOUTH,0,Y49 -456,Y490029
Y47-154,1411-Mifflin-Weekday-23,64-1242284,Outbound-CURRY FLYER TO CENTURY SQUARE,0,051 -014,Y470034
Y46-154,1411-Mifflin-Weekday-23,66-1242175,Outbound-ELIZABETH FLYER VIA CLAIRTON,0,Y46 -427,Y460073
Y49-154,1411-Mifflin-Weekday-23,68-1242179,Outbound-PROSPECT PARK FLYER TO CCAC SOUTH,0,Y46 -429,Y490029
Y47-154,1411-Mifflin-Weekday-23,74-1242268,Outbound-CURRY FLYER TO CENTURY SQUARE,0,051 -002,Y470034
Y46-154,1411-Mifflin-Weekday-23,76-1242251,Outbound-ELIZABETH FLYER VIA CLAIRTON,0,Y46 -423,Y460073
Y49-154,1411-Mifflin-Weekday-23,78-1242180,Outbound-PROSPECT PARK FLYER TO CCAC SOUTH,0,Y49 -457,Y490029
Y47-154,1411-Mifflin-Weekday-23,84-1242289,Outbound-CURRY FLYER TO CENTURY SQUARE,0,055 -096,Y470034
Y46-154,1411-Mifflin-Weekday-23,86-1242172,Outbound-ELIZABETH FLYER VIA CENTURY III MALL & CLAIRTON,0,Y46 -424,Y460072
Y49-154,1411-Mifflin-Weekday-23,88-1242176,Outbound-PROSPECT PARK FLYER TO CCAC SOUTH,0,Y49 -454,Y490029
Y46-154,1411-Mifflin-Weekday-23,92-1242173,Outbound-ELIZABETH FLYER VIA CENTURY III MALL & CLAIRTON,0,Y46 -425,Y460072
Y47-154,1411-Mifflin-Weekday-23,95-1242383,Outbound-CURRY FLYER TO CENTURY SQUARE,0,Y47 -449,Y470034
Y49-154,1411-Mifflin-Weekday-23,97-1242255,Outbound-PROSPECT PARK FLYER TO CCAC SOUTH,0,Y49 -458,Y490029
Y46-154,1411-Mifflin-Weekday-23,101-1242174,Outbound-ELIZABETH FLYER VIA CENTURY III MALL & CLAIRTON,0,Y46 -426,Y460072
Y47-154,1411-Mifflin-Weekday-23,104-1242264,Outbound-CURRY FLYER TO CENTURY SQUARE,0,Y47 -448,Y470034
Y46-154,1411-Mifflin-Weekday-23,107-1242460,Outbound-ELIZABETH FLYER VIA CENTURY III MALL & CLAIRTON,0,Y46 -431,Y460072
Y49-154,1411-Mifflin-Weekday-23,110-1242180,Outbound-PROSPECT PARK FLYER TO CCAC SOUTH,0,Y49 -457,Y490029
Y46-154,1411-Mifflin-Weekday-23,113-1242179,Outbound-ELIZABETH FLYER VIA CENTURY III MALL & CLAIRTON,0,Y46 -429,Y460072
Y45-154,1411-Mifflin-Weekday-23,117-1242122,Inbound-BALDWIN MANOR FLYER TO DOWNTOWN,1,Y1  -405,Y450049
Y45-154,1411-Mifflin-Weekday-23,118-1242117,Inbound-BALDWIN MANOR FLYER TO DOWNTOWN,1,Y45 -417,Y450049
Y45-154,1411-Mifflin-Weekday-23,119-1242126,Inbound-BALDWIN MANOR FLYER TO DOWNTOWN,1,P3  -367,Y450049
Y45-154,1411-Mifflin-Weekday-23,120-1242116,Inbound-BALDWIN MANOR FLYER TO DOWNTOWN,1,Y45 -418,Y450049
Y45-154,1411-Mifflin-Weekday-23,121-1242252,Inbound-BALDWIN MANOR FLYER TO DOWNTOWN,1,Y45 -419,Y450049
Y45-154,1411-Mifflin-Weekday-23,122-1242117,Inbound-BALDWIN MANOR FLYER TO DOWNTOWN,1,Y45 -417,Y450049
Y49-154,1411-Mifflin-Weekday-23,122-1242551,Outbound-PROSPECT PARK FLYER TO CCAC SOUTH,0,Y49 -459,Y490029
Y49-154,1411-Mifflin-Weekday-23,134-1242552,Outbound-PROSPECT PARK FLYER TO CCAC SOUTH,0,Y49 -460,Y490029
Y45-154,1411-Mifflin-Weekday-23,136-1242364,Outbound-BALDWIN MANOR FLYER TO ZUPANCIC DR,0,Y1  -412,Y450050
Y45-154,1411-Mifflin-Weekday-23,137-1242363,Outbound-BALDWIN MANOR FLYER TO ZUPANCIC DR,0,055 -103,Y450050
Y45-154,1411-Mifflin-Weekday-23,138-1242362,Outbound-BALDWIN MANOR FLYER TO ZUPANCIC DR,0,Y45 -421,Y450050
Y45-154,1411-Mifflin-Weekday-23,139-1242361,Outbound-BALDWIN MANOR FLYER TO ZUPANCIC DR,0,Y45 -422,Y450050
Y45-154,1411-Mifflin-Weekday-23,140-1242357,Outbound-BALDWIN MANOR FLYER TO ZUPANCIC DR,0,Y1  -413,Y450050
Y47-154,1411-Mifflin-Weekday-23,140-1242372,Outbound-CURRY FLYER TO CENTURY SQUARE,0,051 -020,Y470034
Y45-154,1411-Mifflin-Weekday-23,141-1242352,Outbound-BALDWIN MANOR FLYER TO ZUPANCIC DR,0,Y45 -420,Y450050
Y45-154,1411-Mifflin-Weekday-23,142-1242362,Outbound-BALDWIN MANOR FLYER TO ZUPANCIC DR,0,Y45 -421,Y450050
Y49-154,1411-Mifflin-Weekday-23,146-1242551,Outbound-PROSPECT PARK FLYER TO CCAC SOUTH,0,Y49 -459,Y490029
Y47-154,1411-Mifflin-Weekday-23,152-1242376,Outbound-CURRY FLYER TO CENTURY SQUARE,0,Y47 -451,Y470034
Y49-154,1411-Mifflin-Weekday-23,158-1242552,Outbound-PROSPECT PARK FLYER TO CCAC SOUTH,0,Y49 -460,Y490029
Y47-154,1411-Mifflin-Weekday-23,164-1242419,Outbound-CURRY FLYER TO CENTURY SQUARE,0,055 -101,Y470034
Y49-154,1411-Mifflin-Weekday-23,170-1242181,Outbound-PROSPECT PARK FLYER TO CCAC SOUTH,0,Y49 -461,Y490029
Y46-154,1411-Mifflin-Weekday-23,174-1242169,Outbound-ELIZABETH FLYER VIA CENTURY III MALL & CLAIRTON,0,Y46 -436,Y460072
Y49-154,1411-Mifflin-Weekday-23,177-1242446,Outbound-PROSPECT PARK FLYER TO CCAC SOUTH,0,Y49 -462,Y490029
Y47-154,1411-Mifflin-Weekday-23,180-1242391,Outbound-CURRY FLYER TO CENTURY SQUARE,0,051 -044,Y470034
Y46-154,1411-Mifflin-Weekday-23,182-1242468,Outbound-ELIZABETH FLYER VIA CENTURY III MALL & CLAIRTON,0,Y46 -437,Y460072
Y49-154,1411-Mifflin-Weekday-23,187-1242182,Outbound-PROSPECT PARK FLYER TO CCAC SOUTH,0,Y49 -463,Y490029
Y47-154,1411-Mifflin-Weekday-23,189-1242403,Outbound-CURRY FLYER TO CENTURY SQUARE,0,051 -049,Y470034
Y46-154,1411-Mifflin-Weekday-23,192-1242548,Outbound-ELIZABETH FLYER VIA CENTURY III MALL & CLAIRTON,0,Y46 -438,Y460072
Y49-154,1411-Mifflin-Weekday-23,198-1242438,Outbound-PROSPECT PARK FLYER TO CCAC SOUTH,0,Y49 -464,Y490029
Y47-154,1411-Mifflin-Weekday-23,200-1242426,Outbound-CURRY FLYER TO CENTURY SQUARE,0,053L-088,Y470034
Y46-154,1411-Mifflin-Weekday-23,203-1242170,Outbound-ELIZABETH FLYER VIA CENTURY III MALL & CLAIRTON,0,Y46 -439,Y460072
Y49-154,1411-Mifflin-Weekday-23,208-1242183,Outbound-PROSPECT PARK FLYER TO CCAC SOUTH,0,Y49 -465,Y490029
Y47-154,1411-Mifflin-Weekday-23,211-1242351,Outbound-CURRY FLYER TO CENTURY SQUARE,0,Y47 -452,Y470034
Y46-154,1411-Mifflin-Weekday-23,216-1242253,Outbound-ELIZABETH FLYER VIA CENTURY III MALL & CLAIRTON,0,Y46 -440,Y460072
Y49-154,1411-Mifflin-Weekday-23,221-1242407,Outbound-PROSPECT PARK FLYER TO CCAC SOUTH,0,Y49 -466,Y490029
Y47-154,1411-Mifflin-Weekday-23,223-1242387,Outbound-CURRY FLYER TO CENTURY SQUARE,0,051 -041,Y470034
Y46-154,1411-Mifflin-Weekday-23,227-1242171,Outbound-ELIZABETH FLYER VIA CENTURY III MALL & CLAIRTON,0,Y46 -442,Y460072
Y49-154,1411-Mifflin-Weekday-23,232-1242182,Outbound-PROSPECT PARK FLYER TO CCAC SOUTH,0,Y49 -463,Y490029
Y47-154,1411-Mifflin-Weekday-23,234-1242549,Outbound-CURRY FLYER TO CENTURY SQUARE,0,051 -055,Y470034
Y46-154,1411-Mifflin-Weekday-23,237-1242469,Outbound-ELIZABETH FLYER VIA CENTURY III MALL & CLAIRTON,0,Y46 -443,Y460072
Y47-154,1411-Mifflin-Weekday-23,246-1242399,Outbound-CURRY FLYER TO CENTURY SQUARE,0,051 -056,Y470034
Y49-154,1411-Mifflin-Weekday-23,249-1242183,Outbound-PROSPECT PARK FLYER TO CCAC SOUTH,0,Y49 -465,Y490029
051-154,1411-Mifflin-Weekday-23,253-1242380,Outbound-CARRICK-SOUTH SIDE TO CENTURY SQUARE,0,053L-091,0510215
Y47-154,1411-Mifflin-Weekday-23,254-1242306,Outbound-CURRY FLYER TO CENTURY SQUARE,0,053L-086,Y470034
Y49-154,1411-Mifflin-Weekday-23,255-1242550,Outbound-PROSPECT PARK FLYER TO CCAC SOUTH,0,Y49 -467,Y490029
051-154,1411-Mifflin-Weekday-23,256-1242399,Outbound-CARRICK-SOUTH SIDE TO CENTURY SQUARE,0,051 -056,0510215
051-154,1411-Mifflin-Weekday-23,258-1242395,Outbound-CARRICK-SOUTH SIDE TO CENTURY SQUARE,0,059 -150,0510215
Y47-154,1411-Mifflin-Weekday-23,259-1242427,Outbound-CURRY FLYER TO CENTURY SQUARE,0,Y47 -453,Y470034
Y49-154,1411-Mifflin-Weekday-23,260-1242522,Outbound-PROSPECT PARK FLYER TO CCAC SOUTH,0,Y49 -468,Y490029
051-154,1411-Mifflin-Weekday-23,261-1242405,Outbound-CARRICK-SOUTH SIDE TO CENTURY SQUARE,0,051 -058,0510215
051-154,1411-Mifflin-Weekday-23,263-1242404,Outbound-CARRICK-SOUTH SIDE TO CENTURY SQUARE,0,051 -057,0510215
Y49-154,1411-Mifflin-Weekday-23,264-1242550,Outbound-PROSPECT PARK FLYER TO CCAC SOUTH,0,Y49 -467,Y490029
051-154,1411-Mifflin-Weekday-23,265-1242441,Outbound-CARRICK-SOUTH SIDE TO CENTURY SQUARE,0,051 -059,0510215
051-154,1411-Mifflin-Weekday-23,267-1242401,Outbound-CARRICK-SOUTH SIDE TO CENTURY SQUARE,0,051 -060,0510215
Y49-154,1411-Mifflin-Weekday-23,268-1242522,Outbound-PROSPECT PARK FLYER TO CCAC SOUTH,0,Y49 -468,Y490029
051-154,1411-Mifflin-Weekday-23,269-1242405,Outbound-CARRICK-SOUTH SIDE TO CENTURY SQUARE,0,051 -058,0510215
051-154,1411-Mifflin-Weekday-23,270-1242404,Outbound-CARRICK-SOUTH SIDE TO CENTURY SQUARE,0,051 -057,0510215
051-154,1411-Mifflin-Weekday-23,271-1242428,Outbound-CARRICK-SOUTH SIDE TO CENTURY SQUARE,0,053 -076,0510215
051-154,1411-Mifflin-Weekday-23,272-1242401,Outbound-CARRICK-SOUTH SIDE TO CENTURY SQUARE,0,051 -060,0510215
Y1-154,1411-Mifflin-Weekday-23,349-1242125,Inbound-LARGE FLYER TO DOWNTOWN,1,Y1  -406,Y10020
Y1-154,1411-Mifflin-Weekday-23,350-1242120,Inbound-LARGE FLYER TO DOWNTOWN,1,Y1  -407,Y10020
Y1-154,1411-Mifflin-Weekday-23,351-1242199,Inbound-LARGE FLYER TO DOWNTOWN,1,Y1  -408,Y10020
Y1-154,1411-Mifflin-Weekday-23,352-1242119,Inbound-LARGE FLYER TO DOWNTOWN,1,Y1  -409,Y10020
Y1-154,1411-Mifflin-Weekday-23,353-1242118,Inbound-LARGE FLYER TO DOWNTOWN,1,057 -125,Y10020
Y1-154,1411-Mifflin-Weekday-23,354-1242122,Inbound-LARGE FLYER TO DOWNTOWN,1,Y1  -405,Y10020
Y1-154,1411-Mifflin-Weekday-23,356-1242125,Inbound-LARGE FLYER TO DOWNTOWN,1,Y1  -406,Y10020
Y1-154,1411-Mifflin-Weekday-23,357-1242120,Inbound-LARGE FLYER TO DOWNTOWN,1,Y1  -407,Y10020
Y1-154,1411-Mifflin-Weekday-23,358-1242116,Inbound-LARGE FLYER TO DOWNTOWN,1,Y45 -418,Y10020
Y1-154,1411-Mifflin-Weekday-23,359-1242357,Outbound-LARGE FLYER,0,Y1  -413,Y10025
Y1-154,1411-Mifflin-Weekday-23,360-1242358,Outbound-LARGE FLYER,0,Y1  -414,Y10025
Y1-154,1411-Mifflin-Weekday-23,361-1242356,Outbound-LARGE FLYER,0,Y1  -415,Y10025
Y1-154,1411-Mifflin-Weekday-23,362-1242360,Outbound-LARGE FLYER,0,Y1  -416,Y10025
Y1-154,1411-Mifflin-Weekday-23,363-1242355,Outbound-LARGE FLYER,0,Y1  -411,Y10025
Y1-154,1411-Mifflin-Weekday-23,364-1242359,Outbound-LARGE FLYER,0,Y1  -410,Y10025
Y1-154,1411-Mifflin-Weekday-23,365-1242364,Outbound-LARGE FLYER,0,Y1  -412,Y10025
Y1-154,1411-Mifflin-Weekday-23,366-1242358,Outbound-LARGE FLYER,0,Y1  -414,Y10025
Y1-154,1411-Mifflin-Weekday-23,367-1242360,Outbound-LARGE FLYER,0,Y1  -416,Y10025
053L-154,1411-Mifflin-Weekday-23,592-1242270,Outbound-HOMESTEAD PARK LIMITED CENTURY SQUARE,0,051 -004,053L0050
052L-154,1411-Mifflin-Weekday-23,593-1242099,Outbound-HOMEVILLE LIMITED DUQUESNE VIA WHITAKER,0,052L-067,052L0036
053L-154,1411-Mifflin-Weekday-23,596-1242272,Outbound-HOMESTEAD PARK LIMITED CENTURY SQUARE,0,051 -006,053L0050
053L-154,1411-Mifflin-Weekday-23,598-1242278,Outbound-HOMESTEAD PARK LIMITED CENTURY SQUARE,0,053L-079,053L0050
052L-154,1411-Mifflin-Weekday-23,599-1242100,Outbound-HOMEVILLE LIMITED DUQUESNE VIA WHITAKER,0,052L-068,052L0036
053L-154,1411-Mifflin-Weekday-23,600-1242281,Outbound-HOMESTEAD PARK LIMITED CENTURY SQ VIA WATERFONT,0,055 -095,053L0051
053L-154,1411-Mifflin-Weekday-23,602-1242271,Outbound-HOMESTEAD PARK LIMITED CENTURY SQ VIA WATERFONT,0,053L-077,053L0051
053L-154,1411-Mifflin-Weekday-23,613-1242306,Outbound-HOMESTEAD PARK LIMITED CENTURY SQUARE,0,053L-086,053L0050
052L-154,1411-Mifflin-Weekday-23,614-1242101,Outbound-HOMEVILLE LIMITED DUQUESNE VIA WHITAKER,0,052L-071,052L0036
053L-154,1411-Mifflin-Weekday-23,615-1242302,Outbound-HOMESTEAD PARK LIMITED CENTURY SQUARE,0,053L-085,053L0050
052L-154,1411-Mifflin-Weekday-23,616-1242102,Outbound-HOMEVILLE LIMITED DUQUESNE VIA WHITAKER,0,052L-072,052L0036
053L-154,1411-Mifflin-Weekday-23,617-1242490,Outbound-HOMESTEAD PARK LIMITED CENTURY SQUARE,0,053 -075,053L0050
052L-154,1411-Mifflin-Weekday-23,618-1242103,Outbound-HOMEVILLE LIMITED DUQUESNE VIA WHITAKER,0,052L-073,052L0036
053L-154,1411-Mifflin-Weekday-23,619-1242394,Outbound-HOMESTEAD PARK LIMITED CENTURY SQUARE,0,053L-087,053L0050
053L-154,1411-Mifflin-Weekday-23,621-1242311,Outbound-HOMESTEAD PARK LIMITED CENTURY SQUARE,0,053L-090,053L0050
052L-154,1411-Mifflin-Weekday-23,622-1242104,Outbound-HOMEVILLE LIMITED DUQUESNE VIA WHITAKER,0,052L-074,052L0036
053L-154,1411-Mifflin-Weekday-23,623-1242435,Outbound-HOMESTEAD PARK LIMITED CENTURY SQUARE,0,053L-089,053L0050
053L-154,1411-Mifflin-Weekday-23,625-1242306,Outbound-HOMESTEAD PARK LIMITED CENTURY SQUARE,0,053L-086,053L0050
052L-154,1411-Mifflin-Weekday-23,626-1242101,Outbound-HOMEVILLE LIMITED DUQUESNE VIA WHITAKER,0,052L-071,052L0036
053L-154,1411-Mifflin-Weekday-23,627-1242380,Outbound-HOMESTEAD PARK LIMITED CENTURY SQ VIA WATERFONT,0,053L-091,053L0051
052L-154,1411-Mifflin-Weekday-23,628-1242102,Outbound-HOMEVILLE LIMITED DUQUESNE VIA WHITAKER,0,052L-072,052L0036
053L-154,1411-Mifflin-Weekday-23,631-1242426,Outbound-HOMESTEAD PARK LIMITED CENTURY SQ VIA WATERFONT,0,053L-088,053L0051
053L-154,1411-Mifflin-Weekday-23,633-1242311,Outbound-HOMESTEAD PARK LIMITED CENTURY SQ VIA WATERFONT,0,053L-090,053L0051
057-154,1411-Mifflin-Weekday-23,634-1242137,Outbound-HAZELWOOD TO WATERFRONT,0,057 -120,0570021
056-154,1411-Mifflin-Weekday-23,635-1242128,Outbound-LINCOLN PLACE TO McKEESPORT,0,056 -110,0560039
057-154,1411-Mifflin-Weekday-23,636-1242138,Outbound-HAZELWOOD TO WATERFRONT,0,057 -122,0570021
056-154,1411-Mifflin-Weekday-23,638-1242129,Outbound-LINCOLN PLACE TO McKEESPORT,0,056 -111,0560039
057-154,1411-Mifflin-Weekday-23,640-1242139,Outbound-HAZELWOOD TO WATERFRONT,0,057 -123,0570021
056-154,1411-Mifflin-Weekday-23,641-1242130,Outbound-LINCOLN PLACE TO McKEESPORT,0,056 -112,0560039
057-154,1411-Mifflin-Weekday-23,643-1242430,Outbound-HAZELWOOD TO WATERFRONT,0,057 -124,0570021
056-154,1411-Mifflin-Weekday-23,646-1242131,Outbound-LINCOLN PLACE TO McKEESPORT,0,056 -113,0560039
057-154,1411-Mifflin-Weekday-23,647-1242269,Outbound-HAZELWOOD TO WATERFRONT,0,057 -121,0570021
056-154,1411-Mifflin-Weekday-23,650-1242185,Outbound-LINCOLN PLACE TO McKEESPORT,0,056 -114,0560039
057-154,1411-Mifflin-Weekday-23,652-1242187,Outbound-HAZELWOOD TO WATERFRONT,0,057 -126,0570021
056-154,1411-Mifflin-Weekday-23,654-1242189,Outbound-LINCOLN PLACE TO McKEESPORT,0,056 -115,0560039
057-154,1411-Mifflin-Weekday-23,656-1242234,Outbound-HAZELWOOD TO WATERFRONT,0,061D-270,0570021
056-154,1411-Mifflin-Weekday-23,659-1242130,Outbound-LINCOLN PLACE TO McKEESPORT,0,056 -112,0560039
057-154,1411-Mifflin-Weekday-23,661-1242430,Outbound-HAZELWOOD TO WATERFRONT,0,057 -124,0570021
056-154,1411-Mifflin-Weekday-23,662-1242131,Outbound-LINCOLN PLACE TO McKEESPORT,0,056 -113,0560039
057-154,1411-Mifflin-Weekday-23,663-1242187,Outbound-HAZELWOOD TO WATERFRONT,0,057 -126,0570021
056-154,1411-Mifflin-Weekday-23,664-1242185,Outbound-LINCOLN PLACE TO McKEESPORT,0,056 -114,0560039
057-154,1411-Mifflin-Weekday-23,665-1242430,Outbound-HAZELWOOD TO WATERFRONT,0,057 -124,0570021
056-154,1411-Mifflin-Weekday-23,666-1242189,Outbound-LINCOLN PLACE TO McKEESPORT,0,056 -115,0560039
057-154,1411-Mifflin-Weekday-23,667-1242187,Outbound-HAZELWOOD TO WATERFRONT,0,057 -126,0570021
056-154,1411-Mifflin-Weekday-23,668-1242131,Outbound-LINCOLN PLACE TO McKEESPORT,0,056 -113,0560039
057-154,1411-Mifflin-Weekday-23,669-1242432,Outbound-HAZELWOOD TO WATERFRONT,0,057 -127,0570021
056-154,1411-Mifflin-Weekday-23,670-1242185,Outbound-LINCOLN PLACE TO McKEESPORT,0,056 -114,0560039
057-154,1411-Mifflin-Weekday-23,671-1242433,Outbound-HAZELWOOD TO WATERFRONT,0,057 -128,0570021
056-154,1411-Mifflin-Weekday-23,672-1242189,Outbound-LINCOLN PLACE TO McKEESPORT,0,056 -115,0560039
057-154,1411-Mifflin-Weekday-23,673-1242432,Outbound-HAZELWOOD TO WATERFRONT,0,057 -127,0570021
056-154,1411-Mifflin-Weekday-23,674-1242131,Outbound-LINCOLN PLACE TO McKEESPORT,0,056 -113,0560039
057-154,1411-Mifflin-Weekday-23,675-1242433,Outbound-HAZELWOOD TO WATERFRONT,0,057 -128,0570021
056-154,1411-Mifflin-Weekday-23,676-1242185,Outbound-LINCOLN PLACE TO McKEESPORT,0,056 -114,0560039
057-154,1411-Mifflin-Weekday-23,678-1242140,Outbound-HAZELWOOD TO WATERFRONT,0,057 -129,0570021
056-154,1411-Mifflin-Weekday-23,680-1242189,Outbound-LINCOLN PLACE TO McKEESPORT,0,056 -115,0560039
057-154,1411-Mifflin-Weekday-23,682-1242434,Outbound-HAZELWOOD TO WATERFRONT,0,057 -130,0570021
056-154,1411-Mifflin-Weekday-23,684-1242132,Outbound-LINCOLN PLACE TO McKEESPORT,0,056 -116,0560039
057-154,1411-Mifflin-Weekday-23,686-1242261,Outbound-HAZELWOOD TO WATERFRONT,0,093 -358,0570021
056-154,1411-Mifflin-Weekday-23,688-1242188,Outbound-LINCOLN PLACE TO McKEESPORT,0,056 -117,0560039
056-154,1411-Mifflin-Weekday-23,689-1242348,Outbound-LINCOLN PLACE TO McKEESPORT,0,056 -119,0560039
057-154,1411-Mifflin-Weekday-23,691-1242140,Outbound-HAZELWOOD TO WATERFRONT,0,057 -129,0570021
056-154,1411-Mifflin-Weekday-23,692-1242189,Outbound-LINCOLN PLACE TO McKEESPORT,0,056 -115,0560039
057-154,1411-Mifflin-Weekday-23,695-1242434,Outbound-HAZELWOOD TO WATERFRONT,0,057 -130,0570021
056-154,1411-Mifflin-Weekday-23,697-1242132,Outbound-LINCOLN PLACE TO McKEESPORT,0,056 -116,0560039
057-154,1411-Mifflin-Weekday-23,699-1242260,Outbound-HAZELWOOD TO WATERFRONT,0,057 -132,0570021
056-154,1411-Mifflin-Weekday-23,701-1242347,Outbound-LINCOLN PLACE TO McKEESPORT,0,056 -118,0560039
057-154,1411-Mifflin-Weekday-23,704-1242149,Outbound-HAZELWOOD TO WATERFRONT,0,061D-297,0570021
056-154,1411-Mifflin-Weekday-23,705-1242348,Outbound-LINCOLN PLACE TO McKEESPORT,0,056 -119,0560039
057-154,1411-Mifflin-Weekday-23,706-1242260,Outbound-HAZELWOOD TO WATERFRONT,0,057 -132,0570021
056-154,1411-Mifflin-Weekday-23,707-1242347,Outbound-LINCOLN PLACE TO McKEESPORT,0,056 -118,0560039
057-154,1411-Mifflin-Weekday-23,708-1242342,Outbound-HAZELWOOD TO WATERFRONT,0,061D-295,0570021
056-154,1411-Mifflin-Weekday-23,709-1242348,Outbound-LINCOLN PLACE TO McKEESPORT,0,056 -119,0560039
057-154,1411-Mifflin-Weekday-23,710-1242235,Outbound-HAZELWOOD TO WATERFRONT,0,061D-300,0570021
056-154,1411-Mifflin-Weekday-23,711-1242347,Outbound-LINCOLN PLACE TO McKEESPORT,0,056 -118,0560039
057-154,1411-Mifflin-Weekday-23,712-1242259,Outbound-HAZELWOOD TO WATERFRONT,0,061D-299,0570021
056-154,1411-Mifflin-Weekday-23,714-1242348,Outbound-LINCOLN PLACE TO McKEESPORT,0,056 -119,0560039
